Wavelength	Intensity
[nm]	[uJ]

3.393242799999999875e+02	0.000000000000000000e+00
3.397027618141544849e+02	0.000000000000000000e+00
3.400812072492360016e+02	0.000000000000000000e+00
3.404596162941714965e+02	0.000000000000000000e+00
3.408379889378879852e+02	0.000000000000000000e+00
3.412163251693124835e+02	0.000000000000000000e+00
3.415946249773720069e+02	0.000000000000000000e+00
3.419728883509934576e+02	0.000000000000000000e+00
3.423511152791040217e+02	0.000000000000000000e+00
3.427293057506304308e+02	0.000000000000000000e+00
3.431074597545000415e+02	0.000000000000000000e+00
3.434855772796394717e+02	0.000000000000000000e+00
3.438636583149759076e+02	0.000000000000000000e+00
3.442417028494365354e+02	0.000000000000000000e+00
3.446197108719479729e+02	-0.000000000000000000e+00
3.449976823714375200e+02	0.000000000000000000e+00
3.453756173368319651e+02	0.000000000000000000e+00
3.457535157570584943e+02	0.000000000000000000e+00
3.461313776210440096e+02	-0.000000000000000000e+00
3.465092029177155268e+02	-0.000000000000000000e+00
3.468869916359999479e+02	0.000000000000000000e+00
3.472647437648245159e+02	0.000000000000000000e+00
3.476424592931160191e+02	0.000000000000000000e+00
3.480201382098014733e+02	0.000000000000000000e+00
3.483977805038080078e+02	-1.786288083790654511e-07
3.487753861640624677e+02	-2.389247566830319288e-07
3.491529551794920394e+02	3.312783603786241170e-07
3.495304875390234542e+02	1.264315037644706347e-07
3.499079832315840122e+02	1.300249129382970677e-07
3.502854422461004447e+02	-2.582717068304406476e-08
3.506628645715000516e+02	1.024867400756552024e-07
3.510402501967095077e+02	2.350116491978585032e-08
3.514175991106560559e+02	-5.448567501797556243e-08
3.517949113022664847e+02	-2.294173982461869597e-08
3.521721867604679232e+02	5.294614328103813924e-08
3.525494254741875011e+02	-5.267016187055013164e-08
3.529266274323519497e+02	2.235589953436132537e-08
3.533037926238885120e+02	2.216879974742042374e-08
3.536809210377239765e+02	-7.317301681722439006e-09
3.540580126627855293e+02	6.493497304846014469e-08
3.544350674879999588e+02	6.486046404238214265e-08
3.548120855022945079e+02	-1.369300925097519042e-07
3.551890666945959651e+02	-7.883331696435934210e-08
3.555660110538314598e+02	7.157474040406596393e-09
3.559429185689280075e+02	-6.962180652533639578e-09
3.563197892288124535e+02	-6.110434574759206992e-08
3.566966230224119840e+02	-5.958190329493680865e-08
3.570734199386534442e+02	-4.544191384439860160e-08
3.574501799664639634e+02	-3.163680951533670064e-08
3.578269030947704437e+02	1.436783339393975638e-07
3.582035893125000143e+02	1.676362176808599320e-07
3.585802386085795206e+02	1.859676985879104853e-08
3.589568509719359781e+02	6.705620916457501310e-08
3.593334263914964595e+02	-4.178782180579350301e-08
3.597099648561880372e+02	-1.758070407366285753e-08
3.600864663549374427e+02	-7.657451070965966662e-08
3.604629308766720328e+02	1.767336360250091004e-08
3.608393584103184821e+02	2.951219881575168641e-08
3.612157489448039200e+02	6.490191995180045907e-08
3.615921024690555328e+02	-2.943746601826650751e-08
3.619684189719999381e+02	1.748946856644030230e-08
3.623446984425644928e+02	6.296816806897381255e-08
3.627209408696759283e+02	5.637278570112325581e-09
3.630971462422614877e+02	-1.685640123334309565e-08
3.634733145492479593e+02	1.672626234535380634e-08
3.638494457795624726e+02	-5.524617970061867474e-09
3.642255399221319863e+02	-1.045149489451940237e-07
3.646015969658835161e+02	8.287097087442281482e-08
3.649776168997440209e+02	1.656784278846166033e-08
3.653535997126404595e+02	-1.648186967614332509e-08
3.657295453935000182e+02	6.011110013341674865e-08
3.661054539312494285e+02	-9.237147808299067410e-08
3.664813253148159902e+02	-7.103020874882790258e-08
3.668571595331264348e+02	-1.038584423079723565e-07
3.672329565751080054e+02	5.429357993414209791e-09
3.676087164296874903e+02	1.609527613041031239e-08
3.679844390857920189e+02	-1.230231967637048623e-07
3.683601245323484932e+02	-1.584429700891668756e-08
3.687357727582839857e+02	-8.805844720234081895e-08
3.691113837525254553e+02	1.525053406143843540e-08
3.694869575039999745e+02	5.529459632143396542e-08
3.698624940016345022e+02	2.472992118408420968e-08
3.702379932343559403e+02	-1.464479742901320254e-08
3.706134551910914752e+02	4.784459326333295652e-09
3.709888798607680087e+02	6.126192866619980373e-08
3.713642672323124998e+02	4.660208110001168017e-09
3.717396172946519641e+02	4.623216889658467968e-09
3.721149300367134742e+02	-5.022686603799278339e-08
3.724902054474239890e+02	9.542867191680892551e-08
3.728654435157105240e+02	3.144813309329964431e-08
3.732406442305000382e+02	-2.231921650898275205e-08
3.736158075807195473e+02	-5.759244976352135311e-08
3.739909335552960101e+02	3.080799526828060183e-08
3.743660221431564423e+02	-3.035089052446524778e-08
3.747410733332279733e+02	6.483332842423211813e-08
3.751160871144374482e+02	2.998327563621531028e-08
3.754910634757119965e+02	8.847286044206310297e-08
3.758660024059784632e+02	5.411409301083944479e-08
3.762409038941640347e+02	-4.542831249170007989e-08
3.766157679291954992e+02	2.853005010139506240e-08
3.769905944999999861e+02	-3.626696261009750070e-08
3.773653835955044542e+02	-1.984216038420552696e-08
3.777401352046360330e+02	-6.618115529332243597e-08
3.781148493163215107e+02	1.918218054974842770e-08
3.784895259194879600e+02	-1.138135325155609754e-08
3.788641650030625101e+02	-7.099453540198923926e-08
3.792387665559719494e+02	-5.520101129886382217e-08
3.796133305671435210e+02	-1.093079672835142206e-08
3.799878570255040131e+02	3.232684176193490324e-08
3.803623459199804984e+02	3.518722550857835937e-09
3.807367972394999924e+02	6.589512747971168956e-08
3.811112109729895110e+02	-2.398135480771557885e-08
3.814855871093760129e+02	-1.694718363188825113e-08
3.818599256375865139e+02	-1.009526640765343662e-08
3.822342265465480295e+02	-5.650380964837109340e-08
3.826084898251874620e+02	-2.309803084216794973e-08
3.829827154624319974e+02	3.583981709088948062e-08
3.833569034472084809e+02	4.207060307444921561e-08
3.837310537684439851e+02	-4.815491380798063762e-08
3.841051664150654688e+02	4.132228268893565875e-08
3.844792413760000045e+02	4.106457904850184002e-08
3.848532786401744374e+02	-3.464676449351514076e-08
3.852272781965160107e+02	-3.135036219625985402e-09
3.856012400339514556e+02	5.911258307680989800e-08
3.859751641414080154e+02	-1.543362787712073675e-08
3.863490505078124784e+02	-4.588831722540987228e-08
3.867228991220919170e+02	3.333407891364469451e-08
3.870967099731734606e+02	3.909977028877745265e-08
3.874704830499839545e+02	8.947575749760611988e-09
3.878442183414504711e+02	3.247473074681900812e-08
3.882179158364999694e+02	5.560023380927301891e-08
3.885915755240595217e+02	1.448412939944580462e-08
3.889651973930559734e+02	-7.115251541505965981e-08
3.893387814324165106e+02	4.243108159591760968e-08
3.897123276310680353e+02	-2.802798290029885117e-09
3.900858359779375064e+02	8.316517190261686274e-09
3.904593064619519396e+02	8.267328229050398727e-09
3.908327390720384642e+02	-2.720145559732762378e-09
3.912061337971239823e+02	-8.081150593561983541e-09
3.915794906261354527e+02	4.524895535208085742e-08
3.919528095479999479e+02	-3.435258547364181883e-08
3.923260905516444836e+02	-3.406036071192653104e-08
3.926993336259960188e+02	1.815852010820223186e-08
3.930725387599815122e+02	1.797739066238871288e-08
3.934457059425279795e+02	-2.537443521468265691e-09
3.938188351625624364e+02	-2.756306957310004916e-08
3.941919264090120123e+02	-7.431105787199604497e-09
3.945649796708034955e+02	-3.655658931084111264e-08
3.949379949368640155e+02	7.244656801283067451e-09
3.953109721961204741e+02	2.623728858426601688e-08
3.956839114375000008e+02	2.355336170302629357e-09
3.960568126499294976e+02	-3.489474554454211334e-08
3.964296758223359802e+02	2.982754071899094684e-08
3.968025009436465211e+02	-2.499565746935104186e-08
3.971752880027879655e+02	1.120505230806525437e-08
3.975480369886874996e+02	3.336749211540000194e-08
3.979207478902720254e+02	1.981603473323609025e-08
3.982934206964685586e+02	-6.539812970210609880e-09
3.986660553962040012e+02	1.080047614934234956e-08
3.990386519784054826e+02	3.638890034505658962e-08
3.994112104319999617e+02	1.482983526991074097e-08
3.997837307459144540e+02	-6.319654248411982278e-09
4.001562129090759754e+02	2.092147076699932214e-09
4.005286569104114847e+02	-3.105993052951485068e-08
4.009010627388479975e+02	6.162878746126009343e-09
4.012734303833124727e+02	-5.105118483767535483e-08
4.016457598327320397e+02	6.087415565825829049e-09
4.020180510760334869e+02	3.018049619723100854e-08
4.023903041021440004e+02	-3.002014119607447758e-08
4.027625188999904822e+02	-2.189821812297260587e-08
4.031346954584999480e+02	-5.943762332291533483e-09
4.035068337665994704e+02	-2.965886463255298918e-08
4.038789338132160083e+02	5.893246948442548311e-09
4.042509955872764635e+02	1.368577570540999503e-08
4.046230190777079656e+02	3.706008807405545919e-08
4.049950042734374733e+02	-1.749737525842358297e-08
4.053669511633919456e+02	-1.740617150794306195e-08
4.057388597364985117e+02	1.924928497853715527e-09
4.061107299816839600e+02	-5.738972210124872225e-09
4.064825618878755336e+02	-5.695486642368611490e-09
4.068543554439999639e+02	-1.896167826471634761e-09
4.072261106389844940e+02	-1.696765766642856237e-08
4.075978274617559691e+02	-1.683110595758743344e-08
4.079695059012415186e+02	-5.586609754343539798e-09
4.083411459463679876e+02	-4.250284680293320656e-08
4.087127475860624486e+02	1.843451482378699149e-09
4.090843108092520310e+02	-3.480568850933505325e-08
4.094558356048634664e+02	-1.638785170213349561e-08
4.098273219618239978e+02	-1.813065721390526371e-09
