Wavelength	Intensity
[nm]	[uJ]

3.393242799999999875e+02	0.000000000000000000e+00
3.397027618141544849e+02	0.000000000000000000e+00
3.400812072492360016e+02	0.000000000000000000e+00
3.404596162941714965e+02	0.000000000000000000e+00
3.408379889378879852e+02	0.000000000000000000e+00
3.412163251693124835e+02	0.000000000000000000e+00
3.415946249773720069e+02	0.000000000000000000e+00
3.419728883509934576e+02	0.000000000000000000e+00
3.423511152791040217e+02	0.000000000000000000e+00
3.427293057506304308e+02	0.000000000000000000e+00
3.431074597545000415e+02	0.000000000000000000e+00
3.434855772796394717e+02	0.000000000000000000e+00
3.438636583149759076e+02	-0.000000000000000000e+00
3.442417028494365354e+02	-0.000000000000000000e+00
3.446197108719479729e+02	0.000000000000000000e+00
3.449976823714375200e+02	0.000000000000000000e+00
3.453756173368319651e+02	0.000000000000000000e+00
3.457535157570584943e+02	0.000000000000000000e+00
3.461313776210440096e+02	0.000000000000000000e+00
3.465092029177155268e+02	-0.000000000000000000e+00
3.468869916359999479e+02	0.000000000000000000e+00
3.472647437648245159e+02	0.000000000000000000e+00
3.476424592931160191e+02	0.000000000000000000e+00
3.480201382098014733e+02	0.000000000000000000e+00
3.483977805038080078e+02	-2.524406428354443607e-08
3.487753861640624677e+02	-1.795285979453598799e-07
3.491529551794920394e+02	6.269950853372722683e-08
3.495304875390234542e+02	-6.058927167735364411e-08
3.499079832315840122e+02	-1.328056737213246914e-07
3.502854422461004447e+02	-9.706610394723893695e-08
3.506628645715000516e+02	-5.733982687797854165e-08
3.510402501967095077e+02	2.135431492894099488e-08
3.514175991106560559e+02	-2.541288708187876182e-08
3.517949113022664847e+02	-1.473706637742938060e-07
3.521721867604679232e+02	3.574066975152589213e-08
3.525494254741875011e+02	-1.149351163111089418e-07
3.529266274323519497e+02	6.507452733881056846e-08
3.533037926238885120e+02	5.383070085946357041e-09
3.536809210377239765e+02	6.386815760528304756e-08
3.540580126627855293e+02	-9.153577083866493608e-09
3.544350674879999588e+02	6.288739194687035317e-08
3.548120855022945079e+02	-5.238055878952346900e-08
3.551890666945959651e+02	-9.516523278410749164e-08
3.555660110538314598e+02	3.386881036804831863e-08
3.559429185689280075e+02	-8.929948290279049167e-09
3.563197892288124535e+02	-1.172493020309939052e-07
3.566966230224119840e+02	4.454971831903237348e-08
3.570734199386534442e+02	1.863802732273968371e-07
3.574501799664639634e+02	-1.093016826692671149e-07
3.578269030947704437e+02	8.899120459428032694e-07
3.582035893125000143e+02	1.038834459389829570e-07
3.585802386085795206e+02	2.932496914998882856e-08
3.589568509719359781e+02	6.542725398269727655e-08
3.593334263914964595e+02	1.627703392633229886e-08
3.597099648561880372e+02	-5.434741549487240198e-08
3.600864663549374427e+02	4.279676992115356304e-09
3.604629308766720328e+02	2.784681466045777891e-08
3.608393584103184821e+02	4.314006869553147924e-09
3.612157489448039200e+02	-4.289597348765984724e-08
3.615921024690555328e+02	-8.999952038287111235e-08
3.619684189719999381e+02	-1.904099495889174403e-08
3.623446984425644928e+02	3.851273737509410907e-08
3.627209408696759283e+02	-7.130508901537927364e-09
3.630971462422614877e+02	-9.700362641467258228e-08
3.634733145492479593e+02	-7.101673160358363135e-09
3.638494457795624726e+02	-5.132263288000278246e-08
3.642255399221319863e+02	-9.501050271139115206e-08
3.646015969658835161e+02	-4.019850314566443980e-08
3.649776168997440209e+02	1.505443706049819073e-08
3.653535997126404595e+02	-5.095240343352268360e-08
3.657295453935000182e+02	1.491765986284705781e-08
3.661054539312494285e+02	-2.864381724981157528e-08
3.664813253148159902e+02	2.581306897317890000e-08
3.668571595331264348e+02	-6.938472692080217914e-09
3.672329565751080054e+02	3.649158492837025203e-08
3.676087164296874903e+02	-1.759355470152287979e-08
3.679844390857920189e+02	-2.101303285907773846e-07
3.683601245323484932e+02	-1.728154368749859835e-08
3.687357727582839857e+02	3.483073514173096009e-08
3.691113837525254553e+02	-2.682570816977253848e-08
3.694869575039999745e+02	-7.681383114012308340e-08
3.698624940016345022e+02	-4.581807366618874669e-08
3.702379932343559403e+02	-6.481454892096464629e-08
3.706134551910914752e+02	3.484657202679559960e-09
3.709888798607680087e+02	5.997765722364119187e-08
3.713642672323124998e+02	-3.393873392854951340e-08
3.717396172946519641e+02	5.886430793328029583e-08
3.721149300367134742e+02	-1.493510392147680436e-08
3.724902054474239890e+02	7.602073891756984634e-08
3.728654435157105240e+02	-1.470737532410587886e-08
3.732406442305000382e+02	-5.032592367196303801e-08
3.736158075807195473e+02	-9.428293456382586345e-08
3.739909335552960101e+02	3.197950888751391689e-09
3.743660221431564423e+02	-3.153272907090873270e-08
3.747410733332279733e+02	-2.280247686860426004e-08
3.751160871144374482e+02	3.084333886899988864e-09
3.754910634757119965e+02	4.520366177151098687e-08
3.758660024059784632e+02	-5.299714632493966753e-09
3.762409038941640347e+02	-7.961442466315304320e-08
3.766157679291954992e+02	5.186722461204100939e-08
3.769905944999999861e+02	-2.930088731754699319e-08
3.773653835955044542e+02	-5.266145091246920907e-08
3.777401352046360330e+02	-7.502896369788477978e-08
3.781148493163215107e+02	-2.790984129004951402e-08
3.784895259194879600e+02	-4.271644251788222929e-08
3.788641650030625101e+02	-4.754283115151242289e-09
3.792387665559719494e+02	-7.093192210749072872e-08
3.796133305671435210e+02	2.648442293997443443e-09
3.799878570255040131e+02	2.614964015690065120e-09
3.803623459199804984e+02	-4.495374952561097881e-09
3.807367972394999924e+02	-1.016360132684803194e-07
3.811112109729895110e+02	-3.177023031109125941e-08
3.814855871093760129e+02	-4.313888807310846326e-09
3.818599256375865139e+02	-4.276007293660999365e-09
3.822342265465480295e+02	-5.739842202118109552e-08
3.826084898251874620e+02	-1.739495585517874413e-08
3.829827154624319974e+02	-5.630324587783540625e-08
3.833569034472084809e+02	-4.297293449429984979e-08
3.837310537684439851e+02	-3.619213149046760833e-08
3.841051664150654688e+02	2.138780768457914903e-08
3.844792413760000045e+02	-6.090006942156728691e-08
3.848532786401744374e+02	-4.181960949600463114e-08
3.852272781965160107e+02	8.550168598022493662e-09
3.856012400339514556e+02	7.070044933283816083e-08
3.859751641414080154e+02	8.398741763882662416e-09
3.863490505078124784e+02	-7.121067789004763064e-08
3.867228991220919170e+02	-9.914941856061594686e-09
3.870967099731734606e+02	-1.586685934961289245e-08
3.874704830499839545e+02	2.602527558381451554e-08
3.878442183414504711e+02	-1.557641102940139898e-08
3.882179158364999694e+02	-2.129671521839330780e-08
3.885915755240595217e+02	7.901914075164389448e-09
3.889651973930559734e+02	-7.760345292986830466e-08
3.893387814324165106e+02	-1.492683829069804795e-08
3.897123276310680353e+02	-2.039988909272430470e-08
3.900858359779375064e+02	2.016776351176108776e-09
3.904593064619519396e+02	1.301928003655347579e-08
3.908327390720384642e+02	1.829917981098853032e-08
3.912061337971239823e+02	-4.653469022279352754e-08
3.915794906261354527e+02	-8.717701049445506630e-09
3.919528095479999479e+02	-4.563901366005269071e-08
3.923260905516444836e+02	-4.001687180783742622e-08
3.926993336259960188e+02	1.225384770035515612e-08
3.930725387599815122e+02	-8.406161713867037332e-09
3.934457059425279795e+02	1.706700956263292942e-08
3.938188351625624364e+02	-1.320937595286990405e-08
3.941919264090120123e+02	-1.306294157829286215e-08
3.945649796708034955e+02	-5.184276992535153814e-08
3.949379949368640155e+02	-7.897746052713885219e-09
3.953109721961204741e+02	-1.736619335074785669e-08
3.956839114375000008e+02	1.712052646220082504e-09
3.960568126499294976e+02	-3.087435511617737117e-08
3.964296758223359802e+02	2.003664533237820543e-08
3.968025009436465211e+02	-2.888528077388421110e-09
3.971752880027879655e+02	-7.336220805192912057e-09
3.975480369886874996e+02	-3.844842630097644020e-08
3.979207478902720254e+02	1.039971012413444762e-08
3.982934206964685586e+02	-7.134483401848359692e-09
3.986660553962040012e+02	1.453117809360353483e-08
3.990386519784054826e+02	4.864413390545183163e-08
3.994112104319999617e+02	-1.540867474842909526e-08
3.997837307459144540e+02	-6.895844434060812979e-09
4.001562129090759754e+02	-1.521484177667747069e-08
4.005286569104114847e+02	-1.919669469382216526e-08
4.009010627388479975e+02	-1.905604114606943071e-08
4.012734303833124727e+02	-6.667985320114631190e-09
4.016457598327320397e+02	1.492232526141707256e-09
4.020180510760334869e+02	2.158543230263580263e-08
4.023903041021440004e+02	-3.857901943272638230e-08
4.027625188999904822e+02	-4.634064342909652141e-08
4.031346954584999480e+02	9.376393483768853986e-09
4.035068337665994704e+02	-1.042432303374323329e-08
4.038789338132160083e+02	-1.036791481960185935e-08
4.042509955872764635e+02	-1.421828480458503744e-08
4.046230190777079656e+02	-6.386683365988350253e-09
4.049950042734374733e+02	-1.802656633876121593e-08
4.053669511633919456e+02	-1.406513455920487538e-08
4.057388597364985117e+02	-1.784821983612932281e-08
4.061107299816839600e+02	-2.921989936826626528e-08
4.064825618878755336e+02	-2.415620911358353504e-09
4.068543554439999639e+02	-2.414496839326413046e-09
4.072261106389844940e+02	2.398295778669314238e-08
4.075978274617559691e+02	-3.230608382026901715e-08
4.079695059012415186e+02	-2.100985726941590017e-08
4.083411459463679876e+02	-2.452282494996672442e-08
4.087127475860624486e+02	-1.705305323117286154e-08
4.090843108092520310e+02	-2.064673637320225474e-08
4.094558356048634664e+02	-1.323922234317132712e-08
