Wavelength	Intensity
[nm]	[uJ]

3.393242799999999875e+02	0.000000000000000000e+00
3.397027618141544849e+02	0.000000000000000000e+00
3.400812072492360016e+02	0.000000000000000000e+00
3.404596162941714965e+02	0.000000000000000000e+00
3.408379889378879852e+02	0.000000000000000000e+00
3.412163251693124835e+02	0.000000000000000000e+00
3.415946249773720069e+02	0.000000000000000000e+00
3.419728883509934576e+02	0.000000000000000000e+00
3.423511152791040217e+02	0.000000000000000000e+00
3.427293057506304308e+02	-0.000000000000000000e+00
3.431074597545000415e+02	0.000000000000000000e+00
3.434855772796394717e+02	0.000000000000000000e+00
3.438636583149759076e+02	0.000000000000000000e+00
3.442417028494365354e+02	-0.000000000000000000e+00
3.446197108719479729e+02	-0.000000000000000000e+00
3.449976823714375200e+02	-0.000000000000000000e+00
3.453756173368319651e+02	0.000000000000000000e+00
3.457535157570584943e+02	-0.000000000000000000e+00
3.461313776210440096e+02	-0.000000000000000000e+00
3.465092029177155268e+02	0.000000000000000000e+00
3.468869916359999479e+02	0.000000000000000000e+00
3.472647437648245159e+02	-0.000000000000000000e+00
3.476424592931160191e+02	0.000000000000000000e+00
3.480201382098014733e+02	0.000000000000000000e+00
3.483977805038080078e+02	-8.838379512569474285e-08
3.487753861640624677e+02	-2.939859427996938087e-07
3.491529551794920394e+02	-5.899447203431899930e-08
3.495304875390234542e+02	-5.119266212802233842e-08
3.499079832315840122e+02	1.546570543855514284e-08
3.502854422461004447e+02	1.332723326194265160e-08
3.506628645715000516e+02	-1.935921583117747703e-08
3.510402501967095077e+02	-8.184731551847603646e-08
3.514175991106560559e+02	-6.583660339833096640e-08
3.517949113022664847e+02	-1.258117768993165820e-07
3.521721867604679232e+02	7.217799497597455359e-08
3.525494254741875011e+02	-1.846269005831839550e-08
3.529266274323519497e+02	-3.322034767681672379e-08
3.533037926238885120e+02	-7.724283394732743376e-08
3.536809210377239765e+02	-4.724532643180064302e-08
3.540580126627855293e+02	5.442406620613133675e-08
3.544350674879999588e+02	6.880411943474789900e-08
3.548120855022945079e+02	-3.208113369526216006e-08
3.551890666945959651e+02	-1.322957229958263874e-07
3.555660110538314598e+02	-1.036157959184361608e-07
3.559429185689280075e+02	-8.680336769970868638e-08
3.563197892288124535e+02	-1.116937323262317102e-07
3.566966230224119840e+02	1.025415806841122258e-08
3.570734199386534442e+02	4.897964826130267569e-08
3.574501799664639634e+02	-7.882892639433279407e-08
3.578269030947704437e+02	7.332380973534821472e-07
3.582035893125000143e+02	8.413549491582827234e-08
3.585802386085795206e+02	9.641289022280598414e-08
3.589568509719359781e+02	4.600638373831693831e-08
3.593334263914964595e+02	-7.435686845116986893e-08
3.597099648561880372e+02	-2.610499651423235882e-08
3.600864663549374427e+02	-2.659964297121139026e-09
3.604629308766720328e+02	-4.980113051203874094e-08
3.608393584103184821e+02	-3.804842020422078097e-08
3.612157489448039200e+02	-1.444896265047139506e-08
3.615921024690555328e+02	9.060739379473775002e-09
3.619684189719999381e+02	5.560378193625494353e-08
3.623446984425644928e+02	8.841159637041016285e-09
3.627209408696759283e+02	-2.542605300417610324e-09
3.630971462422614877e+02	-3.624253824038529748e-08
3.634733145492479593e+02	4.205853950641908375e-08
3.638494457795624726e+02	-4.673478069881784890e-08
3.642255399221319863e+02	1.945092647881739145e-08
3.646015969658835161e+02	-2.462327852074807465e-08
3.649776168997440209e+02	-4.669133782100904702e-08
3.653535997126404595e+02	1.946047035030803918e-08
3.657295453935000182e+02	-1.341050188082981318e-08
3.661054539312494285e+02	-1.220323110032593897e-07
3.664813253148159902e+02	3.028191139075779950e-08
3.668571595331264348e+02	-7.899275247401768804e-08
3.672329565751080054e+02	3.008066907974750367e-08
3.676087164296874903e+02	-6.690739631779289033e-08
3.679844390857920189e+02	-2.381789200864544088e-08
3.683601245323484932e+02	-2.352100618254216257e-08
3.687357727582839857e+02	-2.356057974789490398e-09
3.691113837525254553e+02	7.854015763394823130e-09
3.694869575039999745e+02	-2.285368523248364696e-09
3.698624940016345022e+02	6.694810345230253241e-08
3.702379932343559403e+02	-6.081167038499627016e-08
3.706134551910914752e+02	-2.138262135534132147e-08
3.709888798607680087e+02	1.671607770017495090e-08
3.713642672323124998e+02	-3.938658029573801886e-08
3.717396172946519641e+02	-2.107120388776468289e-09
3.721149300367134742e+02	-3.859195032603715896e-08
3.724902054474239890e+02	-1.116094085726328931e-08
3.728654435157105240e+02	-6.497457034322865550e-08
3.732406442305000382e+02	-1.987719110808225565e-08
3.736158075807195473e+02	-7.291283404002637567e-08
3.739909335552960101e+02	5.960503609128281663e-08
3.743660221431564423e+02	-4.535622472406736565e-08
3.747410733332279733e+02	4.990454460042191467e-08
3.751160871144374482e+02	6.623546338739402157e-09
3.754910634757119965e+02	1.492306880626878773e-08
3.758660024059784632e+02	-6.021033151650667958e-08
3.762409038941640347e+02	-3.491557296300621916e-08
3.766157679291954992e+02	4.704422617270342052e-08
3.769905944999999861e+02	-4.212251679101864915e-08
3.773653835955044542e+02	-4.147590378019499267e-08
3.777401352046360330e+02	-3.291406654547646686e-08
3.781148493163215107e+02	5.930563639430907518e-09
3.784895259194879600e+02	2.857832007936182784e-08
3.788641650030625101e+02	2.817960164882263193e-08
3.792387665559719494e+02	-5.319319808726446644e-08
3.796133305671435210e+02	5.628080000693929951e-09
3.799878570255040131e+02	5.583161259719891385e-08
3.803623459199804984e+02	-2.274829777577564378e-08
3.807367972394999924e+02	-1.577251059530361046e-09
3.811112109729895110e+02	-5.639902949172552253e-08
3.814855871093760129e+02	-1.509552397103072092e-08
3.818599256375865139e+02	-2.170061239272390336e-08
3.822342265465480295e+02	-4.139363423041350460e-08
3.826084898251874620e+02	-2.129360337487829444e-08
3.829827154624319974e+02	4.412810909114635158e-08
3.833569034472084809e+02	1.794819003420728065e-08
3.837310537684439851e+02	-4.640299095284117839e-08
3.841051664150654688e+02	2.398282936365740848e-08
3.844792413760000045e+02	-3.935412927615998579e-08
3.848532786401744374e+02	-7.705131736644014251e-09
3.852272781965160107e+02	1.109738069655460809e-08
3.856012400339514556e+02	4.837180108564034219e-08
3.859751641414080154e+02	-1.373090117201552095e-08
3.863490505078124784e+02	-8.095228400590788978e-08
3.867228991220919170e+02	-1.376896243585492815e-09
3.870967099731734606e+02	1.668032794491786415e-08
3.874704830499839545e+02	-2.521580773933896179e-08
3.878442183414504711e+02	4.563706202258080835e-09
3.882179158364999694e+02	-1.889884832305053157e-08
3.885915755240595217e+02	-1.327779187500647774e-09
3.889651973930559734e+02	-5.819323890486201751e-08
3.893387814324165106e+02	1.002575077025891617e-08
3.897123276310680353e+02	-6.883287361871753332e-09
3.900858359779375064e+02	-2.345329623456878117e-08
3.904593064619519396e+02	-5.639759586267985579e-08
3.908327390720384642e+02	-1.756651611396697840e-08
3.912061337971239823e+02	-2.816199296556722932e-08
3.915794906261354527e+02	2.009058858824289707e-08
3.919528095479999479e+02	-3.819375547488444499e-08
3.923260905516444836e+02	-6.408702868122503590e-08
3.926993336259960188e+02	2.475424812649389938e-08
3.930725387599815122e+02	-2.172275743815914277e-08
3.934457059425279795e+02	-1.637922041986715586e-08
3.938188351625624364e+02	-3.121962149457214778e-08
3.941919264090120123e+02	-4.077592629950189365e-08
3.945649796708034955e+02	-4.009635543727662429e-08
3.949379949368640155e+02	-1.095264219301623383e-09
3.953109721961204741e+02	2.278253887511923420e-08
3.956839114375000008e+02	-1.049603485812463962e-08
3.960568126499294976e+02	-1.501236835765364725e-08
3.964296758223359802e+02	2.190813064336369819e-08
3.968025009436465211e+02	-2.829827311594190028e-08
3.971752880027879655e+02	-1.020611583739066743e-09
3.975480369886874996e+02	2.123136279623347924e-08
3.979207478902720254e+02	-4.065633604463749627e-08
3.982934206964685586e+02	-2.280453340564591950e-08
3.986660553962040012e+02	3.788986457241642203e-08
3.990386519784054826e+02	7.586734614226487593e-09
3.994112104319999617e+02	-1.791720708528908158e-08
3.997837307459144540e+02	1.167693958313857822e-08
4.001562129090759754e+02	-5.133393268030807713e-09
4.005286569104114847e+02	-5.082261805280813198e-09
4.009010627388479975e+02	-1.326172930542939481e-08
4.012734303833124727e+02	-9.136515454758991334e-10
4.016457598327320397e+02	-1.707859177636761783e-08
4.020180510760334869e+02	4.334353004609040772e-08
4.023903041021440004e+02	-2.892940408993068601e-08
4.027625188999904822e+02	-3.674189319025882804e-08
4.031346954584999480e+02	7.029678273521378605e-09
4.035068337665994704e+02	-4.836444458620342307e-08
4.038789338132160083e+02	-8.927053526205880841e-10
4.042509955872764635e+02	-4.795822824818386458e-09
4.046230190777079656e+02	-4.789905789316061549e-09
4.049950042734374733e+02	-4.770022939797644224e-09
4.053669511633919456e+02	-4.345005268761326536e-08
4.057388597364985117e+02	-1.627562434466061680e-08
4.061107299816839600e+02	-2.382945114785814340e-08
4.064825618878755336e+02	-2.745159942812628944e-08
4.068543554439999639e+02	6.718359752684755168e-09
4.072261106389844940e+02	2.912978885475213919e-09
4.075978274617559691e+02	-1.955069723848818146e-08
4.079695059012415186e+02	-1.202244451493947525e-08
4.083411459463679876e+02	-3.410131549966001065e-08
4.087127475860624486e+02	2.846393574138199018e-09
4.090843108092520310e+02	2.824522319200984968e-09
4.094558356048634664e+02	1.737597662494003681e-08
