Wavelength	Intensity
[nm]	[uJ]

3.393242799999999875e+02	0.000000000000000000e+00
3.397027618141544849e+02	0.000000000000000000e+00
3.400812072492360016e+02	0.000000000000000000e+00
3.404596162941714965e+02	0.000000000000000000e+00
3.408379889378879852e+02	0.000000000000000000e+00
3.412163251693124835e+02	0.000000000000000000e+00
3.415946249773720069e+02	0.000000000000000000e+00
3.419728883509934576e+02	0.000000000000000000e+00
3.423511152791040217e+02	0.000000000000000000e+00
3.427293057506304308e+02	0.000000000000000000e+00
3.431074597545000415e+02	0.000000000000000000e+00
3.434855772796394717e+02	0.000000000000000000e+00
3.438636583149759076e+02	0.000000000000000000e+00
3.442417028494365354e+02	-0.000000000000000000e+00
3.446197108719479729e+02	0.000000000000000000e+00
3.449976823714375200e+02	0.000000000000000000e+00
3.453756173368319651e+02	0.000000000000000000e+00
3.457535157570584943e+02	0.000000000000000000e+00
3.461313776210440096e+02	0.000000000000000000e+00
3.465092029177155268e+02	-0.000000000000000000e+00
3.468869916359999479e+02	0.000000000000000000e+00
3.472647437648245159e+02	-0.000000000000000000e+00
3.476424592931160191e+02	0.000000000000000000e+00
3.480201382098014733e+02	0.000000000000000000e+00
3.483977805038080078e+02	-9.018352583108293921e-08
3.487753861640624677e+02	-2.954069943960673362e-07
3.491529551794920394e+02	-8.674711099552407422e-08
3.495304875390234542e+02	6.271775000626053886e-08
3.499079832315840122e+02	1.345533623880329037e-07
3.502854422461004447e+02	-2.191204941735645994e-08
3.506628645715000516e+02	-2.005852063414193656e-08
3.510402501967095077e+02	-6.689904875692650657e-08
3.514175991106560559e+02	-5.094283966296119324e-08
3.517949113022664847e+02	-1.112092047500457944e-07
3.521721867604679232e+02	4.126196068067346915e-08
3.525494254741875011e+02	-3.419796254870574032e-08
3.529266274323519497e+02	-3.390519086921304021e-08
3.533037926238885120e+02	-4.020977901148167695e-09
3.536809210377239765e+02	6.919024753020684660e-08
3.540580126627855293e+02	-3.903236672617408848e-09
3.544350674879999588e+02	-3.932564843139046992e-09
3.548120855022945079e+02	-1.047848113065521797e-07
3.551890666945959651e+02	-1.823189464059099365e-08
3.555660110538314598e+02	-1.824723792904845819e-08
3.559429185689280075e+02	-1.432033951493214187e-07
3.563197892288124535e+02	-1.394804596723719739e-07
3.566966230224119840e+02	-1.683228949303906280e-08
3.570734199386534442e+02	1.002954943420230808e-07
3.574501799664639634e+02	-1.173591237396845262e-07
3.578269030947704437e+02	1.590617697504309119e-07
3.582035893125000143e+02	5.870867683936441629e-08
3.585802386085795206e+02	-3.390060741377722006e-09
3.589568509719359781e+02	6.987348665596396247e-08
3.593334263914964595e+02	-5.100653353703113225e-08
3.597099648561880372e+02	2.024015056464387495e-08
3.600864663549374427e+02	-3.854083144810549255e-08
3.604629308766720328e+02	-1.501435961827987110e-08
3.608393584103184821e+02	2.039675551464982567e-08
3.612157489448039200e+02	-2.678376860251957809e-08
3.615921024690555328e+02	-1.498664446926738280e-08
3.619684189719999381e+02	8.998886815660157907e-08
3.623446984425644928e+02	6.557026550230625344e-08
3.627209408696759283e+02	1.943982735206171898e-08
3.630971462422614877e+02	-5.921045984552963206e-08
3.634733145492479593e+02	8.113282844271744072e-09
3.638494457795624726e+02	1.906993151460149908e-08
3.642255399221319863e+02	-1.240283638203892055e-07
3.646015969658835161e+02	-3.014522510297352262e-09
3.649776168997440209e+02	-2.982729124224267775e-09
3.653535997126404595e+02	-3.596945970443801454e-08
3.657295453935000182e+02	1.887877082549041387e-08
3.661054539312494285e+02	-1.660246682948568999e-07
3.664813253148159902e+02	-5.761059001885039449e-08
3.668571595331264348e+02	-6.857071825684709281e-08
3.672329565751080054e+02	1.874025546851329862e-08
3.676087164296874903e+02	-4.590579367574170729e-08
3.679844390857920189e+02	-7.778704322220753052e-08
3.683601245323484932e+02	-1.342294091460435994e-08
3.687357727582839857e+02	-1.318150189384352984e-08
3.691113837525254553e+02	-5.364309838043650775e-08
3.694869575039999745e+02	-8.321690332533930884e-08
3.698624940016345022e+02	5.661654973702393626e-08
3.702379932343559403e+02	1.687105787625271292e-08
3.706134551910914752e+02	2.612980724726127645e-08
3.709888798607680087e+02	2.571608786317861753e-08
3.713642672323124998e+02	5.334281796534767516e-08
3.717396172946519641e+02	-6.730771974016515216e-08
3.721149300367134742e+02	-4.813466938936522778e-08
3.724902054474239890e+02	3.386602391304774811e-08
3.728654435157105240e+02	-1.144468628442560371e-08
3.732406442305000382e+02	-2.921337252376038546e-08
3.736158075807195473e+02	-9.991002445743838988e-08
3.739909335552960101e+02	3.280811383626555507e-08
3.743660221431564423e+02	-8.049779986137156998e-08
3.747410733332279733e+02	6.290206090717711623e-09
3.751160871144374482e+02	2.336756683174244927e-08
3.754910634757119965e+02	1.454825031458585212e-08
3.758660024059784632e+02	5.601598464484965524e-08
3.762409038941640347e+02	-3.528734437882520950e-08
3.766157679291954992e+02	-1.038366173360988873e-08
3.769905944999999861e+02	-5.861025039586010709e-08
3.773653835955044542e+02	2.956583156185027871e-08
3.777401352046360330e+02	-3.325941628503286720e-08
3.781148493163215107e+02	-4.815194897064065379e-08
3.784895259194879600e+02	2.822151804028897464e-08
3.788641650030625101e+02	-3.192312153360724125e-08
3.792387665559719494e+02	-3.144304226759212666e-08
3.796133305671435210e+02	1.258075756180863184e-08
3.799878570255040131e+02	-5.227937148257739795e-08
3.803623459199804984e+02	-4.423572594711077162e-08
3.807367972394999924e+02	-4.354037529606673664e-08
3.811112109729895110e+02	-3.613359466036258304e-08
3.814855871093760129e+02	-8.626305380634985878e-09
3.818599256375865139e+02	1.833722120421005655e-08
3.822342265465480295e+02	-8.822888298633201287e-08
3.826084898251874620e+02	-2.819205248371421377e-08
3.829827154624319974e+02	-8.295138282529910963e-09
3.833569034472084809e+02	3.060182495418681895e-08
3.837310537684439851e+02	-7.881364324950573952e-08
3.841051664150654688e+02	1.097386152253517430e-08
3.844792413760000045e+02	4.880384908929361075e-08
3.848532786401744374e+02	-5.844900922911020539e-08
3.852272781965160107e+02	2.335803635762867382e-08
3.856012400339514556e+02	4.186868482190917026e-08
3.859751641414080154e+02	-7.849736106578042383e-09
3.863490505078124784e+02	-5.674889490500108308e-08
3.867228991220919170e+02	-1.983104714869618303e-08
3.870967099731734606e+02	-2.571533541504063833e-08
3.874704830499839545e+02	-1.952293147307367479e-08
3.878442183414504711e+02	2.200610890188853469e-08
3.882179158364999694e+02	4.255235543576377278e-09
3.885915755240595217e+02	-1.582102513674243595e-09
3.889651973930559734e+02	-7.553414726239026367e-08
3.893387814324165106e+02	3.805973291143243072e-08
3.897123276310680353e+02	-4.081337342181330150e-08
3.900858359779375064e+02	4.034593763203964597e-09
3.904593064619519396e+02	4.002408181617377768e-09
3.908327390720384642e+02	3.659113179004582651e-08
3.912061337971239823e+02	-2.301843978253012342e-08
3.915794906261354527e+02	-6.778649278129444424e-09
3.919528095479999479e+02	-2.786029188464420396e-08
3.923260905516444836e+02	1.428500107622459636e-08
3.926993336259960188e+02	-2.737470059695645094e-08
3.930725387599815122e+02	-1.681562440137925010e-08
3.934457059425279795e+02	3.691041346069774281e-09
3.938188351625624364e+02	-2.644196202215154337e-08
3.941919264090120123e+02	-1.126025284348393099e-08
3.945649796708034955e+02	-6.200381023495712874e-09
3.949379949368640155e+02	4.694801741031685485e-08
3.953109721961204741e+02	-6.076799896029670696e-09
3.956839114375000008e+02	-2.013938786816584373e-08
3.960568126499294976e+02	-2.918304133119420075e-08
3.964296758223359802e+02	1.709899770797514016e-08
3.968025009436465211e+02	3.308013370036574984e-09
3.971752880027879655e+02	-1.467332577425332322e-08
3.975480369886874996e+02	2.103362240625326079e-08
3.979207478902720254e+02	1.201222479300034388e-08
3.982934206964685586e+02	-2.735995983993403524e-08
3.986660553962040012e+02	7.460507873898479624e-09
3.990386519784054826e+02	2.452015447353669406e-08
3.994112104319999617e+02	-2.658342361065727912e-08
3.997837307459144540e+02	3.066962377004999217e-09
4.001562129090759754e+02	-1.369372651856020305e-08
4.005286569104114847e+02	-1.127178800479928392e-09
4.009010627388479975e+02	-5.229860953148326199e-09
4.012734303833124727e+02	-2.151973475659980357e-08
4.016457598327320397e+02	1.105065137173350358e-08
4.020180510760334869e+02	1.500111337761442091e-08
4.023903041021440004e+02	-2.510748328816989247e-08
4.027625188999904822e+02	-5.285806216224394234e-08
4.031346954584999480e+02	-9.001276733304368868e-09
4.035068337665994704e+02	-1.293956519544887123e-08
4.038789338132160083e+02	1.071217963607339242e-08
4.042509955872764635e+02	-4.987898756192520282e-09
4.046230190777079656e+02	1.454330646057502024e-08
4.049950042734374733e+02	-3.605279623212973633e-08
4.053669511633919456e+02	-2.427380945059075501e-08
4.057388597364985117e+02	-2.800288877068677080e-08
4.061107299816839600e+02	-1.044224084017801437e-09
4.064825618878755336e+02	1.414352424981748972e-08
4.068543554439999639e+02	-8.614964099358321113e-09
4.072261106389844940e+02	2.535180695614896766e-08
4.075978274617559691e+02	-4.759730791477747893e-09
4.079695059012415186e+02	-1.591865009124633910e-08
4.083411459463679876e+02	-3.426990969113836230e-08
4.087127475860624486e+02	-1.571595058511728110e-08
4.090843108092520310e+02	-8.320874330013684552e-09
4.094558356048634664e+02	-9.901293986886995130e-10
