Wavelength	Intensity
[nm]	[uJ]

3.393242799999999875e+02	0.000000000000000000e+00
3.397027618141544849e+02	0.000000000000000000e+00
3.400812072492360016e+02	0.000000000000000000e+00
3.404596162941714965e+02	0.000000000000000000e+00
3.408379889378879852e+02	0.000000000000000000e+00
3.412163251693124835e+02	0.000000000000000000e+00
3.415946249773720069e+02	0.000000000000000000e+00
3.419728883509934576e+02	0.000000000000000000e+00
3.423511152791040217e+02	0.000000000000000000e+00
3.427293057506304308e+02	-0.000000000000000000e+00
3.431074597545000415e+02	0.000000000000000000e+00
3.434855772796394717e+02	0.000000000000000000e+00
3.438636583149759076e+02	-0.000000000000000000e+00
3.442417028494365354e+02	0.000000000000000000e+00
3.446197108719479729e+02	-0.000000000000000000e+00
3.449976823714375200e+02	0.000000000000000000e+00
3.453756173368319651e+02	0.000000000000000000e+00
3.457535157570584943e+02	-0.000000000000000000e+00
3.461313776210440096e+02	0.000000000000000000e+00
3.465092029177155268e+02	0.000000000000000000e+00
3.468869916359999479e+02	0.000000000000000000e+00
3.472647437648245159e+02	0.000000000000000000e+00
3.476424592931160191e+02	0.000000000000000000e+00
3.480201382098014733e+02	0.000000000000000000e+00
3.483977805038080078e+02	-1.569753269291571912e-07
3.487753861640624677e+02	-2.852644346686374774e-07
3.491529551794920394e+02	1.225436351777818277e-09
3.495304875390234542e+02	1.159819871535918805e-07
3.499079832315840122e+02	-3.911213610224613795e-08
3.502854422461004447e+02	-1.025564865498909419e-07
3.506628645715000516e+02	1.583428164121165994e-07
3.510402501967095077e+02	7.280363403782888559e-10
3.514175991106560559e+02	8.007894738249075534e-10
3.517949113022664847e+02	-1.675399359418498212e-07
3.521721867604679232e+02	-5.981112970497041780e-08
3.525494254741875011e+02	3.078096882921619075e-08
3.529266274323519497e+02	3.048776154473069475e-08
3.533037926238885120e+02	-8.797560722482635069e-08
3.536809210377239765e+02	-2.863156038133601618e-08
3.540580126627855293e+02	-5.704703149912685098e-08
3.544350674879999588e+02	4.387879061631797868e-08
3.548120855022945079e+02	-7.137329400736532967e-08
3.551890666945959651e+02	-2.800977579138287113e-08
3.555660110538314598e+02	2.929581538423639637e-08
3.559429185689280075e+02	-1.108700261937184479e-07
3.563197892288124535e+02	-1.623208939876109792e-07
3.566966230224119840e+02	-1.186000743091730810e-07
3.570734199386534442e+02	5.251814399658678851e-08
3.574501799664639634e+02	-1.007168923766862651e-07
3.578269030947704437e+02	1.307100402181579645e-08
3.582035893125000143e+02	6.268841453194997030e-08
3.585802386085795206e+02	7.499378419074156304e-08
3.589568509719359781e+02	2.494145007876427952e-08
3.593334263914964595e+02	-3.526928893336779504e-08
3.597099648561880372e+02	-1.119827716925303268e-08
3.600864663549374427e+02	-2.301970053760246182e-08
3.604629308766720328e+02	-9.372962440247910555e-08
3.608393584103184821e+02	-9.383631197504957334e-08
3.612157489448039200e+02	-2.305003920515233981e-08
3.615921024690555328e+02	-7.012702612062513309e-08
3.619684189719999381e+02	5.389555585800675912e-10
3.623446984425644928e+02	1.197218567469585113e-08
3.627209408696759283e+02	3.425283701064644981e-08
3.630971462422614877e+02	-4.440578274308917742e-08
3.634733145492479593e+02	1.165852396707281759e-08
3.638494457795624726e+02	-3.266062526001870000e-08
3.642255399221319863e+02	-8.750595252366413114e-08
3.646015969658835161e+02	2.260682836465276927e-08
3.649776168997440209e+02	2.262187887804657868e-08
3.653535997126404595e+02	-1.048655652828164175e-08
3.657295453935000182e+02	6.605102237706283170e-08
3.661054539312494285e+02	-1.951966146250403292e-07
3.664813253148159902e+02	-6.505362066659607575e-08
3.668571595331264348e+02	-7.601402259091817116e-08
3.672329565751080054e+02	-5.376767270194163973e-08
3.676087164296874903e+02	-7.472389114909318059e-08
3.679844390857920189e+02	-1.064832133936654904e-07
3.683601245323484932e+02	-6.289922323966331497e-08
3.687357727582839857e+02	-8.241231983148871757e-08
3.691113837525254553e+02	-3.007311763747968437e-08
3.694869575039999745e+02	1.050589999317275178e-08
3.698624940016345022e+02	-3.907701435210935049e-08
3.702379932343559403e+02	-1.070145991186988134e-07
3.706134551910914752e+02	-3.790586529569055494e-08
3.709888798607680087e+02	-1.840159415874514578e-08
3.713642672323124998e+02	2.836874344205581619e-08
3.717396172946519641e+02	-6.436603023006484070e-08
3.721149300367134742e+02	-3.609879977076943915e-08
3.724902054474239890e+02	1.185466632322919478e-07
3.728654435157105240e+02	7.228771188685518454e-08
3.732406442305000382e+02	-4.424312817981025405e-08
3.736158075807195473e+02	-7.935281615274533573e-08
3.739909335552960101e+02	-1.721164383301470837e-08
3.743660221431564423e+02	-3.429762299094750353e-08
3.747410733332279733e+02	9.040230993405033965e-09
3.751160871144374482e+02	-3.390256039936311864e-08
3.754910634757119965e+02	3.409004457168263691e-08
3.758660024059784632e+02	-3.294019776831180527e-08
3.762409038941640347e+02	-4.919949310063129040e-08
3.766157679291954992e+02	-4.856368382563819087e-08
3.769905944999999861e+02	-7.216542642621831829e-08
3.773653835955044542e+02	-7.105644217596462268e-08
3.777401352046360330e+02	-6.971981523723652022e-08
3.781148493163215107e+02	8.020724205322236485e-09
3.784895259194879600e+02	-1.481032055897671658e-08
3.788641650030625101e+02	-1.460161346801591832e-08
3.792387665559719494e+02	-6.591579332279693362e-08
3.796133305671435210e+02	-2.881027782485079237e-08
3.799878570255040131e+02	2.187682630357234541e-08
3.803623459199804984e+02	-7.724946347151761015e-08
3.807367972394999924e+02	-3.439114327937722371e-08
3.811112109729895110e+02	-5.452550960587047155e-08
3.814855871093760129e+02	-6.070817590337031585e-08
3.818599256375865139e+02	-2.661779427714959496e-08
3.822342265465480295e+02	-9.276393811782251734e-08
3.826084898251874620e+02	-3.929382027789634599e-08
3.829827154624319974e+02	1.984780436213758487e-08
3.833569034472084809e+02	-1.912733463283539823e-08
3.837310537684439851e+02	-3.181190387790373743e-08
3.841051664150654688e+02	5.750021724149075265e-08
3.844792413760000045e+02	-1.234664514445140962e-08
3.848532786401744374e+02	-1.860668913391827064e-08
3.852272781965160107e+02	-1.852474151905126729e-08
3.856012400339514556e+02	5.006946795930025896e-08
3.859751641414080154e+02	-3.054427267964948881e-08
3.863490505078124784e+02	-7.315891230371108660e-08
3.867228991220919170e+02	-5.778569617847973619e-09
3.870967099731734606e+02	6.282074097333307911e-09
3.874704830499839545e+02	-5.699436951152950577e-09
3.878442183414504711e+02	2.626216511678902866e-10
3.882179158364999694e+02	-2.901936010638060386e-08
3.885915755240595217e+02	6.059110394062188508e-09
3.889651973930559734e+02	-1.022002400906517150e-07
3.893387814324165106e+02	2.541308503518889319e-10
3.897123276310680353e+02	-1.096596399930088233e-08
3.900858359779375064e+02	2.243392669210674716e-08
3.904593064619519396e+02	1.678468013825120721e-08
3.908327390720384642e+02	-5.197626756866605523e-09
3.912061337971239823e+02	-4.825065498383067601e-08
3.915794906261354527e+02	-1.573864066885022353e-08
3.919528095479999479e+02	-4.732631022079660374e-08
3.923260905516444836e+02	-4.168814951580106427e-08
3.926993336259960188e+02	2.368911555053518007e-10
3.930725387599815122e+02	-4.906105555298114112e-09
3.934457059425279795e+02	-4.845826934346868632e-09
3.938188351625624364e+02	-2.984244145078585408e-08
3.941919264090120123e+02	-3.446839205073837921e-08
3.945649796708034955e+02	-2.415488977566799740e-08
3.949379949368640155e+02	1.470567686503309428e-08
3.953109721961204741e+02	-9.333233961342038401e-09
3.956839114375000008e+02	-3.277825390423459957e-08
3.960568126499294976e+02	-6.494781510132267429e-08
3.964296758223359802e+02	2.775745752325733461e-08
3.968025009436465211e+02	-2.251935071753910655e-08
3.971752880027879655e+02	-1.324567524433358268e-08
3.975480369886874996e+02	2.244882832125034396e-08
3.979207478902720254e+02	-3.504647677608558123e-08
3.982934206964685586e+02	-4.342742999934874461e-08
3.986660553962040012e+02	8.834499920240456545e-09
3.990386519784054826e+02	1.940495054770151390e-10
3.994112104319999617e+02	-2.947370122919323583e-08
3.997837307459144540e+02	-1.666758690999420769e-08
4.001562129090759754e+02	-1.654616145319162419e-08
4.005286569104114847e+02	-1.223300927190520662e-08
4.009010627388479975e+02	-2.447339569213606563e-08
4.012734303833124727e+02	-3.247622079411527500e-08
4.016457598327320397e+02	4.248241449525285442e-09
4.020180510760334869e+02	1.225859356564586595e-08
4.023903041021440004e+02	-4.385454305462735294e-08
4.027625188999904822e+02	-6.753098023881723825e-08
4.031346954584999480e+02	-7.739565552407135092e-09
4.035068337665994704e+02	4.133830386870494360e-09
4.038789338132160083e+02	-3.749834850514307777e-09
4.042509955872764635e+02	7.999838921554545445e-09
4.046230190777079656e+02	4.079978045836460426e-09
4.049950042734374733e+02	-1.926099593926179681e-08
4.053669511633919456e+02	-2.303567128484864659e-08
4.057388597364985117e+02	-3.062843268093493477e-08
4.061107299816839600e+02	-1.512951994239612120e-08
4.064825618878755336e+02	-1.122083932680852834e-08
4.068543554439999639e+02	1.683861779281363354e-10
4.072261106389844940e+02	-3.598687873594487638e-09
4.075978274617559691e+02	-1.853037337501167216e-08
4.079695059012415186e+02	-1.846056594065734449e-08
4.083411459463679876e+02	-4.418450034537654706e-08
4.087127475860624486e+02	-2.926842265092363086e-08
4.090843108092520310e+02	1.702695490974565475e-10
4.094558356048634664e+02	7.446213904746813661e-09
